review_id,rating_date,count_helpful,count_unhelpful,employee_length,employee_status,employee_type,flag_covid,flag_featured,flags_business_outlook,flags_ceo_approval,flags_recommend_frend,rating_culture_values,rating_diversity_inclusion,rating_overall,rating_work_life,summary,review_advice,career_opportunities_rating,employee_location,employee_job_title,advice_to_management,review_pros,review_cons,rating_compensation_benefits,rating_senior_leadership,rating_career_opportunities,summary cleaned,pros_cleaned,summary_cleaned,cons_cleaned,advice_cleaned
115,2024-12-03T00:00:00.000Z,0.0,0.0,2.0,PART_TIME,Current employees,False,False,POSITIVE,APPROVE,POSITIVE,3.0,3,3.0,3.0,Not Bad,,,"Avenel, NJ",FC Associate I,Lower the rate. Or increase the pay. And give out more shifts.,Simple work is required of you.,Their rate per hour is slightly unreasonable due to the fact if the items are heavy in total it’s harder to walk around while pushing the heavy cart.,3.0,3.0,3.0,bad,simple work required,bad,rate per hour slightly unreasonable due fact items heavy total it’s harder walk around pushing heavy cart,lower rate increase pay give shifts
116,2024-12-03T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Current employees,False,False,NEGATIVE,DISAPPROVE,NEGATIVE,1.0,1,1.0,1.0,Good benefits bad work culture,,,"Saint Louis, MO",Inbound Stower,"We are humans with our own lives outside of work. We are somebody’s child, wife, husband, father, mother or grandparent. We are not robots or machines to use and toss away whenever you feel like it. To some of us Amazon is one of our only choices to make a living for our families.","Great benefits, very flexible, lots of different positions to try out incase you don’t like your main role. Free holiday meals once a year. Come and leave work whenever you want using your unpaid time or pto. They lay for school and offer career programs although the tests to get into them are very difficult","Forced mandatory extra time. (My MET was 5 days of 11 1/2 hours and my regular shift is 3 days of 12 hours) you will get forced to cross trained and you will get labor shares to different departments wether you like that position or not. They have a very high expectations for making “rates” in your position. Managers and anyone in lead positions will micromanage and breathe down your neck. You are always getting watched and judged and everyone will shut down any minimal concern you have because nobody cares. They just care about saving their own behind. If you get hurt, well you better pray that you don’t because their AmCare will send you to their own doctor and they will lie and say you weren’t hurt at all so that they don’t have to pay for your injury or have you sue them. Some departments are very strict and WILL find reasons to write you up. You have to use some of your break time to get back to your station and sign in and scan something by the end of your break or you will get in trouble. You will use some of your break time just walking to the break area because it is SO far and so are the restrooms and don’t forget you need to use your break time to come back from break on time or you’ll get in trouble",3.0,1.0,3.0,good benefits bad work culture,great benefits flexible lots different positions try incase don’t like main role free holiday meals year come leave work whenever want using unpaid time pto lay school offer career programs although tests get difficult,good benefits bad work culture,forced mandatory extra time met 5 days 11 12 hours regular shift 3 days 12 hours get forced cross trained get labor shares different departments wether like position high expectations making “rates” position managers anyone lead positions micromanage breathe neck always getting watched judged everyone shut minimal concern nobody cares care saving behind get hurt well better pray don’t amcare send doctor lie say weren’t hurt don’t pay injury sue departments strict find reasons write use break time get back station sign scan something end break get trouble use break time walking break area far restrooms don’t forget need use break time come back break time you’ll get trouble,humans lives outside work somebody’s child wife husband father mother grandparent robots machines use toss away whenever feel like us amazon one choices make living families
117,2024-12-02T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,0.0,0,3.0,0.0,Amazon,,,"Orlando, FL",Picker,,A lot of hard work,Only care about the numbers,0.0,0.0,0.0,amazon,lot hard work,amazon,care numbers,
118,2024-11-30T00:00:00.000Z,0.0,0.0,2.0,PART_TIME,Current employees,False,False,,APPROVE,POSITIVE,5.0,5,5.0,4.0,Amazon review,,,"Ottawa, ON",Associate,,"It has good base pay, health benefits, and paid vacation.",Work is heavy sometimes and need physical strength.,5.0,5.0,5.0,amazon review,good base pay health benefits paid vacation,amazon review,work heavy sometimes need physical strength,
119,2024-11-29T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Current employee, less than 1 year",False,False,,APPROVE,POSITIVE,0.0,0,5.0,5.0,I loved working there,,,"Coconut Creek, FL",Picker/Packer,"Focus on Employee Well-Being.
Encourage a balance between productivity and employee health. Consider frequent breaks, ergonomic assessments, and wellness programs.","Employment stability 
Competitive pay
Benefits 
Diverse workforce","Physical demands 
Management challenges 
Monotonous tasks
High turnover rates
Fast spaced environment",5.0,0.0,5.0,loved working,employment stability competitive pay benefits diverse workforce,loved working,physical demands management challenges monotonous tasks high turnover rates fast spaced environment,focus employee wellbeing encourage balance productivity employee health consider frequent breaks ergonomic assessments wellness programs
120,2024-11-27T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,0.0,0,5.0,0.0,The pay is good but the work sometimes can be a bit.... Boring,,,"Charlotte, NC",Picking Associate,,Paid by the hour and if u stay long enough u get better pay well at least 1$ up,From what I've heard they treat ya like a number or a robot,0.0,0.0,0.0,pay good work sometimes bit boring,paid hour u stay long enough u get better pay well least 1,pay good work sometimes bit boring,ive heard treat ya like number robot,
121,2024-11-26T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Former employee, less than 1 year",False,False,POSITIVE,NO_OPINION,POSITIVE,3.0,5,4.0,2.0,Great place to start oit,,,"Calgary, AB",Dock Worker,,"Great benefits, great people to work with.",The work is very physically demanding,5.0,5.0,3.0,great place start oit,great benefits great people work,great place start oit,work physically demanding,
122,2024-11-23T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Former employee, less than 1 year",False,False,POSITIVE,APPROVE,POSITIVE,4.0,3,4.0,3.0,Salary at Amazon,,,"Sioux Falls, SD",Reliability & Maintenance Engineering,,Good pay from the company and lovely colleagues,Too much heat and a lot of noise,4.0,4.0,4.0,salary amazon,good pay company lovely colleagues,salary amazon,much heat lot noise,
123,2024-11-20T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,2.0,1,2.0,3.0,nothign,,,"St. Thomas, ON",Warehouse Worker,,good pay and nice shift hours,politics and partiality play a major role,4.0,1.0,2.0,nothign,good pay nice shift hours,nothign,politics partiality play major role,
124,2024-11-19T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,,,,3.0,3,3.0,1.0,General,,,"Dartford, England",Warehouse Operative,,Flexible working schedules and good pay,Extremely physical. Employees treated as machine sometimes.,4.0,3.0,4.0,general,flexible working schedules good pay,general,extremely physical employees treated machine sometimes,
125,2024-11-18T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,1.0,1,1.0,1.0,Review,,,"Ottawa, ON",Warehouse Associate,"Treat associates with respect and dignity. Foster a more supportive environment, especially during challenging times, and ensure fair treatment for all employees, including those dealing with work-related injuries.","Good benefits.
Valuable working experience.
Opportunities to learn and grow.","Poor management support.
Lack of understanding during personal hardships.
Unfair treatment when injured on the job.
High-pressure environment with unrealistic expectations at times.",1.0,1.0,1.0,review,good benefits valuable working experience opportunities learn grow,review,poor management support lack understanding personal hardships unfair treatment injured job highpressure environment unrealistic expectations times,treat associates respect dignity foster supportive environment especially challenging times ensure fair treatment employees including dealing workrelated injuries
